event_date,year,event_type,sub_event,actor1,actor2,admin1,admin2,location,city,latitude,longitude,fatalities,notes,source
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Kharkiv town,Kharkiv,49.980810,36.252720,6,"In Kharkiv region, 9 people died per day , 5 of them were civilians;Shells rain down on Kharkiv as Ukraine's army stands firm;In memory of Oleh Hromadskyi, the legendary retired colonel",UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol raion,Mariupol,47.145783,37.584772,10,Ukraine's losses in the war 24.02.2022 - 28.02.2022 Battle of Mariupol,UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,,Kherson oblast,Kherson,46.640600,32.615890,1,"In memory of the commander of the aviation squadron, lieutenant colonel Oleksandr Zhibrov",UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Shchastia raion,Shchastia town,Luhansk,48.736823,39.228735,1,In memory of police officer Iryna Gordievich,UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Kharkiv town,Kharkiv,49.980810,36.252720,5,MilitaryLand.net @Militarylandnet;Year. Kharkiv Region. Film 1 | A documentary project by Dmytro Komarov,UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Severodonetsk town,Luhansk,48.933333,38.500000,1393,"About 2,000 civilians were killed in the Severodonetsk agglomeration due to shelling by the Armed Forces of Ukraine",UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Kherson raion,Antonovskiy bridge,Kherson,46.670616,32.720077,1,Zelensky presented awards to soldiers on the occasion of Ground Forces Day,UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Beryslav raion,Lyubymivka village,Kherson,47.395457,33.715688,2,Police in Kherson region documented 33 Russian war crimes in a day,UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Vuhledar town,Donetsk,47.780310,37.250640,4,"Ukraine: Cluster Munitions Launched Into Kharkiv Neighborhoods;Russian military commits indiscriminate attacks during the invasion of Ukraine;Ukraine: Russian Cluster Munition Hits Hospital;Three civilians killed in shelling in Vuhledar, Donetsk region – Ministry of Internal Affairs;@EuromaidanPress;In Vugledar, shells of the Russian military hit the hospital: four civilians were killed , 10 were injured",UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Henichesk raion,Semykhatka village,Kherson,46.171680,34.733490,1,Denisova called on the international community to increase pressure on the Russian Federation to stop the armed invasion of Ukraine,UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Pokrovske village,Mariupol,47.049560,37.466530,2,"Russian troops from ""Gradov"" fired at Novoselovka Second, from mortars - the village of New York;In Pokrovsky, Donetsk region, as of the morning of February 25, three people died , one more - in Mariupol",UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Shchastia raion,Shchastia town,Luhansk,48.736823,39.228735,12,"City of Shchastya recaptured, 50 Russian occupiers destroyed;https://t.me/rf200_now/69?single",UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Zaporizhzhya oblast,Berdyansk raion,Berda village,Zaporizhia,46.794640,36.770960,1,"In the Zaporozhye region, as a result of shelling of a military unit, one person was killed , five were injured",UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Chuhuiv raion,Chuhuiv town,Kharkiv,49.835380,36.686500,2,"In Chuguev, in the Kharkiv region, a minor was killed due to enemy shelling;@EuromaidanPress;Prosecutor's office qualifies Russian war crimes in Ukrainian cities as sabotage and terrorist attacks - Venediktova;@EuromaidanPress",UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Horlivka raion,Horlivka town,Donetsk,48.300000,38.050000,1,"One civilian killed, five wounded in shelling by Ukraine’s army - DPR’s People’s Militia;One civilian killed, five wounded in shelling by Ukraine’s army - DPR’s People’s Militia;Ukrainian artillery bombarding Donetsk Republic's residential quarters - DPR militia;Ukrainian artillery bombarding Donetsk Republic’s residential quarters - DPR militia;One civilian killed, five injured as Kiev troops shell Gorlovka - People’s Militia",UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Kharkiv town,Kharkiv,49.980810,36.252720,0,Suburb of Kharkov was shelled by Smerch unguided rockets - Gerashchenko,UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Chuhuiv raion,Vovchansk town,Kharkiv,50.290780,36.941080,2,Prosecutor's office qualifies Russian war crimes in Ukrainian cities as sabotage and terrorist attacks - Venediktova,UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Kherson raion,Velyki Kopani village,Kherson,46.488180,32.973480,1,На данный момент известно о трех погибших пограничниках – ГПСУ,UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Chaplynka raion,Preobrazhenka village,Kherson,46.396950,33.478040,1,"In Kherson region, a border guard was killed as a result of rocket attacks",UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,6,"In Podolsk, Odesa region, six people died as a result of a bombing in a military unit - Anton Gerashchenko;@EuromaidanPress;Invaders fired ""Tornado"" Mariupol, killed three and wounded seven civilians - mayor;Rjabko Roman Volodymyrovych;Potapovych Oleksandr Leonidovych;Jaskovets' Oleh Oleksandrovych",UCDP GED v25.1
2022-02-24,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,1,Viktoriya Filkevych,UCDP GED v25.1
2022-02-25,2022,Violence against civilians,One-sided violence,Government of Russia (Soviet Union),Civilians,Kharkiv oblast,Chuhuiv raion,Novyi Burluk village,Kharkiv,49.868510,37.099560,1,Russian army killed 430 children in Ukraine;The police documented the murder of a 10-year-old girl by the military of the Russian Federation in the Kharkiv region,UCDP GED v25.1
2022-02-25,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,1,Petro Ivanov,UCDP GED v25.1
2022-02-25,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Horlivka raion,Horlivka town,Donetsk,48.300000,38.050000,2,"Shelling attack on school kills two teachers in DPR’s Gorlovka, mayor says;Two teachers who died when a shell hit a school were buried in Gorlovka;Ukraine: AOAV explosive violence data on harm to civilians",UCDP GED v25.1
2022-02-25,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Popasna raion,Donetsky village,Luhansk,48.700000,38.671526,2,"Ukrainian armed forces fire more than 100 salvos from Grads, people killed - LPR",UCDP GED v25.1
2022-02-25,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Starobilsk raion,Starobilsk town,Luhansk,49.272459,38.924223,1,"In the Lugansk region, as a result of enemy shelling, fires broke out and a person died;@EuromaidanPress",UCDP GED v25.1
2022-02-25,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Starobilsk raion,Vyshneve village,Luhansk,49.243360,39.092180,1,Defenders from Kirovohrad Oblast died fighting for Ukraine,UCDP GED v25.1
2022-02-25,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Kherson raion,Antonivka village,Kherson,46.676660,32.730610,1,In memory of Oleksandra Polishchuk of Kherson,UCDP GED v25.1
2022-02-25,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Starobilsk raion,Starobilsk town,Luhansk,49.272459,38.924223,2,"Near Starobilsk, Ukrainian artillerymen inflicted damage on the invaders",UCDP GED v25.1
2022-02-25,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,1,"One soldier died in a medical facility in Mariupol , eight more are undergoing treatment - all of moderate severity",UCDP GED v25.1
2022-02-25,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Shchastia raion,Shchastia town,Luhansk,48.736823,39.228735,7,Russian troops do not allow the Red Cross to enter Shchastya - Gaidai,UCDP GED v25.1
2022-02-25,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Zaporizhzhya oblast,Melitopol raion,Prymorskyi Posad village,Zaporizhia,46.614890,35.733000,3,"Russian troops fired on a border unit in the Zaporozhye region, there are dead and wounded;Three border guards killed in Zaporozhye region as a result of enemy shelling",UCDP GED v25.1
2022-02-25,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Zaporizhzhya oblast,Melitopol raion,Melitopol raion,Zaporizhia,46.943100,35.276400,1,"В Мелитополе из-за обстрелов пострадал жилой сектор, один человек погиб",UCDP GED v25.1
2022-02-25,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Kharkiv town,Kharkiv,49.980810,36.252720,2,"В Харьков прорвались несколько вражеских танков, но были уничтожены",UCDP GED v25.1
2022-02-25,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Novoluhanske village,Donetsk,48.426310,38.171074,1,"In Pokrovsky, Donetsk region, as of the morning of February 25, three people died , one more - in Mariupol",UCDP GED v25.1
2022-02-25,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,77,"More than 5,000 people died during the conflict in Donbass in the DPR;The DPR said that since the beginning of the special operation , 47 defenders of the republic have died",UCDP GED v25.1
2022-02-25,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Kharkiv town,Kharkiv,49.980810,36.252720,9,Intense and Lasting Harm: Cluster Munition Attacks in Ukraine,UCDP GED v25.1
2022-02-26,2022,Violence against civilians,One-sided violence,Government of Russia (Soviet Union),Civilians,Kharkiv oblast,Chuhuiv raion,Novyi Burluk village,Kharkiv,49.868510,37.099560,1,Russian army killed 430 children in Ukraine;The police documented the murder of a 10-year-old girl by the military of the Russian Federation in the Kharkiv region,UCDP GED v25.1
2022-02-26,2022,Violence against civilians,One-sided violence,Government of Russia (Soviet Union),Civilians,Kherson oblast,Kherson raion,Zelenivka village,Kherson,46.717170,32.656970,1,@EuromaidanPres,UCDP GED v25.1
2022-02-26,2022,Violence against civilians,One-sided violence,Government of Russia (Soviet Union),Civilians,Kherson oblast,Kherson raion,Chornobaivka village,Kherson,46.693345,32.541668,10,Names of the nameless grave. The story of four people whose bodies were found in a ravine in the Kherson region,UCDP GED v25.1
2022-02-26,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,,Kherson oblast,Kherson,46.640600,32.615890,1,Awarding the title of Hero of Ukraine to Captain Andrii Mykolayovych Antikhovych (posthumously),UCDP GED v25.1
2022-02-26,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Pisky village,Donetsk,48.066930,37.666420,1,Korostashivets' Andrij Mykolajovych,UCDP GED v25.1
2022-02-26,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Kherson raion,Oleshky village,Kherson,46.618259,32.710731,1,21-year-old soldier from Khmelnytsky region died in battles in Kherson region,UCDP GED v25.1
2022-02-26,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Kharkiv town,Kharkiv,49.980810,36.252720,3,"Two people died in Kharkiv;In Kharkov, a shell hit a nine-story building, a woman died",UCDP GED v25.1
2022-02-26,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Lysychansk town,Luhansk,48.904210,38.440940,1,"During the fighting near Lisichansk , a soldier from Lutsk died",UCDP GED v25.1
2022-02-26,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,9,Russians killed 10 Greek citizens in Mariupol - PM;Olijnyk Pavlo Viktorovych;Parm'onov Valentyn Kostjantynovych;Udych Taras Petrovych,UCDP GED v25.1
2022-02-26,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Kakhovka raion,Kozatske town,Kherson,46.785510,33.350020,4,На Херсонщине активные боевые действия ведутся в двух районах - ОГА,UCDP GED v25.1
2022-02-26,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Kherson raion,Kherson raion,Kherson,46.637370,32.615100,4,На Херсонщине активные боевые действия ведутся в двух районах - ОГА,UCDP GED v25.1
2022-02-26,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Shchastia raion,Stanytsia Luhanska town,Luhansk,48.654739,39.482773,1,REPORT: Cluster bombs in the beds - residents of Stanytsia Luhanska told about the shelling of the Armed Forces of Ukraine,UCDP GED v25.1
